080101 N- ----NSM- N-NSM Παῦλος Παῦλος Παῦλος Παῦλος
080101 N- ----NSM- N-NSM ἀπόστολος ἀπόστολος ἀπόστολος ἀπόστολος
080101 N- ----GSM- N-GSM ⸂Χριστοῦ Χριστοῦ Χριστοῦ Χριστός
080101 N- ----GSM- N-GSM Ἰησοῦ⸃ Ἰησοῦ Ἰησοῦ Ἰησοῦς
080101 P- -------- PREP διὰ διὰ διά διά
080101 N- ----GSN- N-GSN θελήματος θελήματος θελήματος θέλημα
080101 N- ----GSM- N-GSM θεοῦ θεοῦ θεοῦ θεός
080101 C- -------- CONJ καὶ καὶ καί καί
080101 N- ----NSM- N-NSM Τιμόθεος Τιμόθεος Τιμόθεος Τιμόθεος
080101 RA ----NSM- T-NSM ὁ ὁ ὁ ὁ
080101 N- ----NSM- N-NSM ἀδελφὸς ἀδελφὸς ἀδελφός ἀδελφός
080101 RA ----DSF- T-DSF τῇ τῇ τῇ ὁ
080101 N- ----DSF- N-DSF ἐκκλησίᾳ ἐκκλησίᾳ ἐκκλησίᾳ ἐκκλησία
080101 RA ----GSM- T-GSM τοῦ τοῦ τοῦ ὁ
080101 N- ----GSM- N-GSM θεοῦ θεοῦ θεοῦ θεός
080101 RA ----DSF- T-DSF τῇ τῇ τῇ ὁ
080101 V- -PAPDSF- V-PAP-DSF οὔσῃ οὔσῃ οὔσῃ εἰμί
080101 P- -------- PREP ἐν ἐν ἐν ἐν
080101 N- ----DSF- N-DSF Κορίνθῳ, Κορίνθῳ Κορίνθῳ Κόρινθος
080101 P- -------- PREP σὺν σὺν σύν σύν
080101 RA ----DPM- T-DPM τοῖς τοῖς τοῖς ὁ
080101 A- ----DPM- A-DPM ἁγίοις ἁγίοις ἁγίοις ἅγιος
080101 A- ----DPM- A-DPM πᾶσιν πᾶσιν πᾶσι(ν) πᾶς
080101 RA ----DPM- T-DPM τοῖς τοῖς τοῖς ὁ
080101 V- -PAPDPM- V-PAP-DPM οὖσιν οὖσιν οὖσι(ν) εἰμί
080101 P- -------- PREP ἐν ἐν ἐν ἐν
080101 A- ----DSF- A-DSF ὅλῃ ὅλῃ ὅλῃ ὅλος
080101 RA ----DSF- T-DSF τῇ τῇ τῇ ὁ
080101 N- ----DSF- N-DSF Ἀχαΐᾳ· Ἀχαΐᾳ Ἀχαΐᾳ Ἀχαΐα
080102 N- ----NSF- N-NSF χάρις χάρις χάρις χάρις
080102 RP ----DP-- P-2DP ὑμῖν ὑμῖν ὑμῖν σύ
080102 C- -------- CONJ καὶ καὶ καί καί
080102 N- ----NSF- N-NSF εἰρήνη εἰρήνη εἰρήνη εἰρήνη
080102 P- -------- PREP ἀπὸ ἀπὸ ἀπό ἀπό
080102 N- ----GSM- N-GSM θεοῦ θεοῦ θεοῦ θεός
080102 N- ----GSM- N-GSM πατρὸς πατρὸς πατρός πατήρ
080102 RP ----GP-- P-1GP ἡμῶν ἡμῶν ἡμῶν ἐγώ
080102 C- -------- CONJ καὶ καὶ καί καί
080102 N- ----GSM- N-GSM κυρίου κυρίου κυρίου κύριος
080102 N- ----GSM- N-GSM Ἰησοῦ Ἰησοῦ Ἰησοῦ Ἰησοῦς
080102 N- ----GSM- N-GSM Χριστοῦ. Χριστοῦ Χριστοῦ Χριστός
080103 A- ----NSM- A-NSM Εὐλογητὸς Εὐλογητὸς εὐλογητός εὐλογητός
080103 RA ----NSM- T-NSM ὁ ὁ ὁ ὁ
080103 N- ----NSM- N-NSM θεὸς θεὸς θεός θεός
080103 C- -------- CONJ καὶ καὶ καί καί
080103 N- ----NSM- N-NSM πατὴρ πατὴρ πατήρ πατήρ
080103 RA ----GSM- T-GSM τοῦ τοῦ τοῦ ὁ
080103 N- ----GSM- N-GSM κυρίου κυρίου κυρίου κύριος
080103 RP ----GP-- P-1GP ἡμῶν ἡμῶν ἡμῶν ἐγώ
080103 N- ----GSM- N-GSM Ἰησοῦ Ἰησοῦ Ἰησοῦ Ἰησοῦς
080103 N- ----GSM- N-GSM Χριστοῦ, Χριστοῦ Χριστοῦ Χριστός
080103 RA ----NSM- T-NSM ὁ ὁ ὁ ὁ
080103 N- ----NSM- N-NSM πατὴρ πατὴρ πατήρ πατήρ
080103 RA ----GPM- T-GPM τῶν τῶν τῶν ὁ
080103 N- ----GPM- N-GPM οἰκτιρμῶν οἰκτιρμῶν οἰκτιρμῶν οἰκτιρμός
080103 C- -------- CONJ καὶ καὶ καί καί
080103 N- ----NSM- N-NSM θεὸς θεὸς θεός θεός
080103 A- ----GSF- A-GSF πάσης πάσης πάσης πᾶς
080103 N- ----GSF- N-GSF παρακλήσεως, παρακλήσεως παρακλήσεως παράκλησις
080104 RA ----NSM- T-NSM ὁ ὁ ὁ ὁ
080104 V- -PAPNSM- V-PAP-NSM παρακαλῶν παρακαλῶν παρακαλῶν παρακαλέω
080104 RP ----AP-- P-1AP ἡμᾶς ἡμᾶς ἡμᾶς ἐγώ
080104 P- -------- PREP ἐπὶ ἐπὶ ἐπί ἐπί
080104 A- ----DSF- A-DSF πάσῃ πάσῃ πάσῃ πᾶς
080104 RA ----DSF- T-DSF τῇ τῇ τῇ ὁ
080104 N- ----DSF- N-DSF θλίψει θλίψει θλίψει θλῖψις
080104 RP ----GP-- P-1GP ἡμῶν, ἡμῶν ἡμῶν ἐγώ
080104 P- -------- PREP εἰς εἰς εἰς εἰς
080104 RA ----ASN- T-ASN τὸ τὸ τό ὁ
080104 V- -PMN---- V-PNN δύνασθαι δύνασθαι δύνασθαι δύναμαι
080104 RP ----AP-- P-1AP ἡμᾶς ἡμᾶς ἡμᾶς ἐγώ
080104 V- -PAN---- V-PAN παρακαλεῖν παρακαλεῖν παρακαλεῖν παρακαλέω
080104 RA ----APM- T-APM τοὺς τοὺς τούς ὁ
080104 P- -------- PREP ἐν ἐν ἐν ἐν
080104 A- ----DSF- A-DSF πάσῃ πάσῃ πάσῃ πᾶς
080104 N- ----DSF- N-DSF θλίψει θλίψει θλίψει θλῖψις
080104 P- -------- PREP διὰ διὰ διά διά
080104 RA ----GSF- T-GSF τῆς τῆς τῆς ὁ
080104 N- ----GSF- N-GSF παρακλήσεως παρακλήσεως παρακλήσεως παράκλησις
080104 RR ----GSF- R-GSF ἧς ἧς ἧς ὅς
080104 V- 1PPI-P-- V-PPI-1P παρακαλούμεθα παρακαλούμεθα παρακαλούμεθα παρακαλέω
080104 RP ----NPM- P-NPM αὐτοὶ αὐτοὶ αὐτοί αὐτός
080104 P- -------- PREP ὑπὸ ὑπὸ ὑπό ὑπό
080104 RA ----GSM- T-GSM τοῦ τοῦ τοῦ ὁ
080104 N- ----GSM- N-GSM θεοῦ. θεοῦ θεοῦ θεός
080105 C- -------- CONJ ὅτι ὅτι ὅτι ὅτι
080105 C- -------- ADV καθὼς καθὼς καθώς καθώς
080105 V- 3PAI-S-- V-PAI-3S περισσεύει περισσεύει περισσεύει περισσεύω
080105 RA ----NPN- T-NPN τὰ τὰ τά ὁ
080105 N- ----NPN- N-NPN παθήματα παθήματα παθήματα πάθημα
080105 RA ----GSM- T-GSM τοῦ τοῦ τοῦ ὁ
080105 N- ----GSM- N-GSM Χριστοῦ Χριστοῦ Χριστοῦ Χριστός
080105 P- -------- PREP εἰς εἰς εἰς εἰς
080105 RP ----AP-- P-1AP ἡμᾶς, ἡμᾶς ἡμᾶς ἐγώ
080105 D- -------- ADV οὕτως οὕτως οὕτω(ς) οὕτω(ς)
080105 P- -------- PREP διὰ διὰ διά διά
080105 RA ----GSM- T-GSM τοῦ τοῦ τοῦ ὁ
080105 N- ----GSM- N-GSM Χριστοῦ Χριστοῦ Χριστοῦ Χριστός
080105 V- 3PAI-S-- V-PAI-3S περισσεύει περισσεύει περισσεύει περισσεύω
080105 D- -------- CONJ καὶ καὶ καί καί
080105 RA ----NSF- T-NSF ἡ ἡ ἡ ὁ
080105 N- ----NSF- N-NSF παράκλησις παράκλησις παράκλησις παράκλησις
080105 RP ----GP-- P-1GP ἡμῶν. ἡμῶν ἡμῶν ἐγώ
080106 C- -------- CONJ εἴτε εἴτε εἴτε εἴτε
080106 C- -------- CONJ δὲ δὲ δέ δέ
080106 V- 1PPI-P-- V-PPI-1P θλιβόμεθα, θλιβόμεθα θλιβόμεθα θλίβω
080106 P- -------- PREP ὑπὲρ ὑπὲρ ὑπέρ ὑπέρ
080106 RA ----GSF- T-GSF τῆς τῆς τῆς ὁ
080106 RP ----GP-- P-2GP ὑμῶν ὑμῶν ὑμῶν σύ
080106 N- ----GSF- N-GSF παρακλήσεως παρακλήσεως παρακλήσεως παράκλησις
080106 C- -------- CONJ καὶ καὶ καί καί
080106 N- ----GSF- N-GSF σωτηρίας· σωτηρίας σωτηρίας σωτηρία
080106 C- -------- CONJ ⸂εἴτε εἴτε εἴτε εἴτε
080106 V- 1PPI-P-- V-PPI-1P παρακαλούμεθα, παρακαλούμεθα παρακαλούμεθα παρακαλέω
080106 P- -------- PREP ὑπὲρ ὑπὲρ ὑπέρ ὑπέρ
080106 RA ----GSF- T-GSF τῆς τῆς τῆς ὁ
080106 RP ----GP-- P-2GP ὑμῶν ὑμῶν ὑμῶν σύ
080106 N- ----GSF- N-GSF παρακλήσεως⸃ παρακλήσεως παρακλήσεως παράκλησις
080106 RA ----GSF- T-GSF τῆς τῆς τῆς ὁ
080106 V- -PMPGSF- V-PMP-GSF ἐνεργουμένης ἐνεργουμένης ἐνεργουμένης ἐνεργέω
080106 P- -------- PREP ἐν ἐν ἐν ἐν
080106 N- ----DSF- N-DSF ὑπομονῇ ὑπομονῇ ὑπομονῇ ὑπομονή
080106 RA ----GPN- T-GPN τῶν τῶν τῶν ὁ
080106 A- ----GPN- P-GPN αὐτῶν αὐτῶν αὐτῶν αὐτός
080106 N- ----GPN- N-GPN παθημάτων παθημάτων παθημάτων πάθημα
080106 RR ----GPN- R-GPN ὧν ὧν ὧν ὅς
080106 D- -------- CONJ καὶ καὶ καί καί
080106 RP ----NP-- P-1NP ἡμεῖς ἡμεῖς ἡμεῖς ἐγώ
080106 V- 1PAI-P-- V-PAI-1P πάσχομεν, πάσχομεν πάσχομεν πάσχω
080107 C- -------- CONJ καὶ καὶ καί καί
080107 RA ----NSF- T-NSF ἡ ἡ ἡ ὁ
080107 N- ----NSF- N-NSF ἐλπὶς ἐλπὶς ἐλπίς ἐλπίς
080107 RP ----GP-- P-1GP ἡμῶν ἡμῶν ἡμῶν ἐγώ
080107 A- ----NSF- A-NSF βεβαία βεβαία βεβαία βέβαιος
080107 P- -------- PREP ὑπὲρ ὑπὲρ ὑπέρ ὑπέρ
080107 RP ----GP-- P-2GP ⸀ὑμῶν· ὑμῶν ὑμῶν σύ
080107 V- -XAPNPM- V-RAP-NPM εἰδότες εἰδότες εἰδότες οἶδα
080107 C- -------- CONJ ὅτι ὅτι ὅτι ὅτι
080107 C- -------- ADV ⸀ὡς ὡς ὡς ὡς
080107 N- ----NPM- N-NPM κοινωνοί κοινωνοί κοινωνοί κοινωνός
080107 V- 2PAI-P-- V-PAI-2P ἐστε ἐστε ἐστέ εἰμί
080107 RA ----GPN- T-GPN τῶν τῶν τῶν ὁ
080107 N- ----GPN- N-GPN παθημάτων, παθημάτων παθημάτων πάθημα
080107 D- -------- ADV οὕτως οὕτως οὕτω(ς) οὕτω(ς)
080107 D- -------- CONJ καὶ καὶ καί καί
080107 RA ----GSF- T-GSF τῆς τῆς τῆς ὁ
080107 N- ----GSF- N-GSF παρακλήσεως. παρακλήσεως παρακλήσεως παράκλησις
080108 D- -------- PRT-N Οὐ Οὐ οὐ οὐ
080108 C- -------- CONJ γὰρ γὰρ γάρ γάρ
080108 V- 1PAI-P-- V-PAI-1P θέλομεν θέλομεν θέλομεν θέλω
080108 RP ----AP-- P-2AP ὑμᾶς ὑμᾶς ὑμᾶς σύ
080108 V- -PAN---- V-PAN ἀγνοεῖν, ἀγνοεῖν ἀγνοεῖν ἀγνοέω
080108 N- ----VPM- N-VPM ἀδελφοί, ἀδελφοί ἀδελφοί ἀδελφός
080108 P- -------- PREP ⸀ὑπὲρ ὑπὲρ ὑπέρ ὑπέρ
080108 RA ----GSF- T-GSF τῆς τῆς τῆς ὁ
080108 N- ----GSF- N-GSF θλίψεως θλίψεως θλίψεως θλῖψις
080108 RP ----GP-- P-1GP ἡμῶν ἡμῶν ἡμῶν ἐγώ
080108 RA ----GSF- T-GSF τῆς τῆς τῆς ὁ
080108 V- -AMPGSF- V-2ADP-GSF ⸀γενομένης γενομένης γενομένης γίνομαι
080108 P- -------- PREP ἐν ἐν ἐν ἐν
080108 RA ----DSF- T-DSF τῇ τῇ τῇ ὁ
080108 N- ----DSF- N-DSF Ἀσίᾳ, Ἀσίᾳ Ἀσίᾳ Ἀσία
080108 C- -------- CONJ ὅτι ὅτι ὅτι ὅτι
080108 P- -------- PREP καθ’ καθ’ κατά κατά
080108 N- ----ASF- N-ASF ὑπερβολὴν ὑπερβολὴν ὑπερβολήν ὑπερβολή
080108 P- -------- PREP ⸂ὑπὲρ ὑπὲρ ὑπέρ ὑπέρ
